level;number;name;permalink;tags/0;tags/1;tags/2;tags/3;tags/4;tags/5;tags/6;tags/7;tags/8;tags/9;tags/10;tags/11;content;understanding;conformance;html
3;3.1.6;  Success Criterion 3.1.6 Pronunciation;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#pronunciation;-;;content creation;;;video;text;;;;;audio;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available for identifying specific pronunciation of words where meaning of the words, in context, is ambiguous without knowing the pronunciation.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/pronunciation.html"">Understanding Pronunciation</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#pronunciation"">How to Meet Pronunciation</a>";AAA;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available for identifying specific pronunciation of words where meaning of the words, in context, is ambiguous without knowing the pronunciation.</p>"
2;3.2;  Guideline 3.2 Predictable;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#predictable;conceptual perspective;screen design;;developing site;developing components;;;;forms;;;;<p>Make web pages appear and operate in predictable ways.</p>;"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/predictable.html"">Understanding Predictable</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#predictable"">How to Meet Predictable</a>";;<p>Make web pages appear and operate in predictable ways.</p>
3;3.2.1;  Success Criterion 3.2.1 On Focus;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#on-focus;-;screen design;;developing site;developing components;;;;forms;;;;"<p>When any <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface component</a> receives focus, it does not initiate a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-change-of-context"">change of context</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/on-focus.html"">Understanding On Focus</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#on-focus"">How to Meet On Focus</a>";A;"<p>When any <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface component</a> receives focus, it does not initiate a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-change-of-context"">change of context</a>.</p>"
3;3.2.2;  Success Criterion 3.2.2 On Input;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#on-input;-;screen design;;developing site;developing components;;;;;;;;"<p>Changing the setting of any <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface component</a> does not automatically cause a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-change-of-context"">change of context</a> unless the user has been advised of the behavior before using the component.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/on-input.html"">Understanding On Input</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#on-input"">How to Meet On Input</a>";A;"<p>Changing the setting of any <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface component</a> does not automatically cause a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-change-of-context"">change of context</a> unless the user has been advised of the behavior before using the component.</p>"
3;3.2.3;  Success Criterion 3.2.3 Consistent Navigation;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#consistent-navigation;-;screen design;;developing site;developing components;;;;;;;;"<p>Navigational mechanisms that are repeated on multiple <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a> within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a> occur in the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-same-relative-order"">same relative order</a> each time they are repeated, unless a change is initiated by the user.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/consistent-navigation.html"">Understanding Consistent Navigation</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#consistent-navigation"">How to Meet Consistent Navigation</a>";AA;"<p>Navigational mechanisms that are repeated on multiple <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a> within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a> occur in the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-same-relative-order"">same relative order</a> each time they are repeated, unless a change is initiated by the user.</p>"
3;3.2.4;  Success Criterion 3.2.4 Consistent Identification;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#consistent-identification;-;screen design;;developing site;developing components;;;;;;;;"<p>Components that have the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-same-functionality"">same functionality</a> within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a> are identified consistently.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/consistent-identification.html"">Understanding Consistent Identification</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#consistent-identification"">How to Meet Consistent Identification</a>";AA;"<p>Components that have the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-same-functionality"">same functionality</a> within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a> are identified consistently.</p>"
3;3.2.5;  Success Criterion 3.2.5 Change on Request;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#change-on-request;-;screen design;;developing site;developing components;;;;;;;;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-change-of-context"">Changes of context</a> are initiated only by user request or a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to turn off such changes.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/change-on-request.html"">Understanding Change on Request</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#change-on-request"">How to Meet Change on Request</a>";AAA;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-change-of-context"">Changes of context</a> are initiated only by user request or a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to turn off such changes.</p>"
3;3.2.6;  Success Criterion 3.2.6 Consistent Help;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#consistent-help;-;;content creation;;;;;;;;;;"<p>New<br/>If a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> contains any of the following help <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanisms</a>, and those mechanisms are repeated on multiple web pages within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a>, they occur in the same order relative to other page content, unless a change is initiated by the user:<br/></em>   Human contact details; <em>   Human contact mechanism; </em>   Self-help option; <em>   A fully automated contact mechanism.<br/>Note 1<br/>Help mechanisms may be provided directly on the page, or may be provided via a direct link to a different page containing the information.<br/>Note 2<br/>For this success criterion, ‘the same order relative to other page content‘ can be thought of as how the content is ordered when the page is serialized. The visual position of a help mechanism is likely to be consistent across pages for the same page variation (e.g., CSS break-point). The user can initiate a change, such as changing the pages zoom or orientation, which may trigger a different page variation. This criterion is concerned with relative order across pages displayed in the same page variation (e.g., same zoom level and orientation).</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/consistent-help.html"">Understanding Consistent Help</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#consistent-help"">How to Meet Consistent Help</a>";A;"<p>New<br/>If a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> contains any of the following help <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanisms</a>, and those mechanisms are repeated on multiple web pages within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a>, they occur in the same order relative to other page content, unless a change is initiated by the user:<br/></em>   Human contact details; <em>   Human contact mechanism; </em>   Self-help option; <em>   A fully automated contact mechanism.<br/>Note 1<br/>Help mechanisms may be provided directly on the page, or may be provided via a direct link to a different page containing the information.<br/>Note 2<br/>For this success criterion, ‘the same order relative to other page content‘ can be thought of as how the content is ordered when the page is serialized. The visual position of a help mechanism is likely to be consistent across pages for the same page variation (e.g., CSS break-point). The user can initiate a change, such as changing the pages zoom or orientation, which may trigger a different page variation. This criterion is concerned with relative order across pages displayed in the same page variation (e.g., same zoom level and orientation).</p>"
2;3.3;  Guideline 3.3 Input Assistance;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#input-assistance;conceptual perspective;;;;;;;;;;;;<p>Help users avoid and correct mistakes.</p>;"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/input-assistance.html"">Understanding Input Assistance</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#input-assistance"">How to Meet Input Assistance</a>";;<p>Help users avoid and correct mistakes.</p>
3;3.3.1;  Success Criterion 3.3.1 Error Identification;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#error-identification;-;screen design;;developing site;developing components;;;;forms;;;;"<p>If an <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-input-error"">input error</a> is automatically detected, the item that is in error is identified and the error is described to the user in text.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/error-identification.html"">Understanding Error Identification</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#error-identification"">How to Meet Error Identification</a>";A;"<p>If an <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-input-error"">input error</a> is automatically detected, the item that is in error is identified and the error is described to the user in text.</p>"
3;3.3.2;  Success Criterion 3.3.2 Labels or Instructions;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#labels-or-instructions;-;screen design;;developing site;developing components;;;;forms;;;;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-labels"">Labels</a> or instructions are provided when content requires user input.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions.html"">Understanding Labels or Instructions</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#labels-or-instructions"">How to Meet Labels or Instructions</a>";A;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-labels"">Labels</a> or instructions are provided when content requires user input.</p>"
3;3.3.3;  Success Criterion 3.3.3 Error Suggestion;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#error-suggestion;-;screen design;;developing site;developing components;;;;forms;;;;"<p>If an <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-input-error"">input error</a> is automatically detected and suggestions for correction are known, then the suggestions are provided to the user, unless it would jeopardize the security or purpose of the content.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/error-suggestion.html"">Understanding Error Suggestion</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#error-suggestion"">How to Meet Error Suggestion</a>";AA;"<p>If an <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-input-error"">input error</a> is automatically detected and suggestions for correction are known, then the suggestions are provided to the user, unless it would jeopardize the security or purpose of the content.</p>"
3;3.3.4;  Success Criterion 3.3.4 Error Prevention (Legal, Financial, Data);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#error-prevention-legal-financial-data;-;screen design;;;;;;dynamic;forms;;;;"<p>For <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a> that cause <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-legal-commitments"">legal commitments</a> or financial transactions for the user to occur, that modify or delete <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-controllable"">user-controllable</a> data in data storage systems, or that submit user test responses, at least one of the following is true:<br/>Reversible<br/>Submissions are reversible.<br/>Checked<br/>Data entered by the user is checked for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-input-error"">input errors</a> and the user is provided an opportunity to correct them.<br/>Confirmed<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available for reviewing, confirming, and correcting information before finalizing the submission.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/error-prevention-legal-financial-data.html"">Understanding Error Prevention (Legal, Financial, Data)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#error-prevention-legal-financial-data"">How to Meet Error Prevention (Legal, Financial, Data)</a>";AA;"<p>For <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a> that cause <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-legal-commitments"">legal commitments</a> or financial transactions for the user to occur, that modify or delete <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-controllable"">user-controllable</a> data in data storage systems, or that submit user test responses, at least one of the following is true:<br/>Reversible<br/>Submissions are reversible.<br/>Checked<br/>Data entered by the user is checked for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-input-error"">input errors</a> and the user is provided an opportunity to correct them.<br/>Confirmed<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available for reviewing, confirming, and correcting information before finalizing the submission.</p>"
